user_id,predicted
245,"[258, 185, 212]"
246,"[246, 1161, 763]"
247,"[258, 180, 182]"
248,"[405, 191, 203]"
249,"[216, 315, 544]"
250,"[1035, 934, 1620]"
251,"[25, 497, 2]"
252,"[515, 215, 616]"
253,"[4, 94, 245]"
254,"[258, 161, 154]"
255,"[265, 179, 86]"
256,"[429, 115, 753]"
257,"[216, 182, 479]"
258,"[475, 873, 343]"
259,"[188, 192, 39]"
260,"[327, 293, 322]"
261,"[635, 334, 1321]"
262,"[179, 227, 724]"
263,"[50, 173, 154]"
264,"[237, 273, 396]"
265,"[87, 273, 152]"
266,"[9, 475, 570]"
267,"[181, 443, 61]"
268,"[410, 497, 178]"
269,"[1009, 500, 224]"
270,"[191, 29, 52]"
271,"[298, 484, 230]"
272,"[118, 111, 193]"
273,"[483, 316, 108]"
274,"[169, 88, 240]"
275,"[423, 14, 236]"
276,"[514, 430, 752]"
277,"[302, 234, 239]"
278,"[316, 246, 1245]"
279,"[14, 269, 573]"
280,"[591, 385, 406]"
281,"[322, 735, 71]"
282,"[475, 217, 343]"
283,"[15, 423, 433]"
284,"[282, 315, 189]"
285,"[205, 751, 1011]"
286,"[197, 213, 273]"
287,"[385, 274, 291]"
288,"[435, 385, 507]"
289,"[174, 588, 455]"
290,"[298, 223, 1009]"
291,"[496, 185, 651]"
292,"[91, 2, 192]"
293,"[495, 57, 1620]"
294,"[211, 202, 528]"
295,"[508, 724, 51]"
296,"[423, 209, 82]"
297,"[290, 489, 732]"
298,"[157, 161, 584]"
299,"[1035, 410, 763]"
300,"[89, 597, 1009]"
301,"[813, 707, 921]"
302,"[288, 271, 658]"
303,"[249, 639, 494]"
304,"[178, 274, 813]"
305,"[678, 152, 235]"
306,"[293, 603, 735]"
307,"[514, 176, 756]"
308,"[386, 29, 790]"
309,"[497, 462, 230]"
310,"[257, 117, 655]"
311,"[9, 42, 291]"
312,"[403, 699, 109]"
313,"[746, 1009, 772]"
314,"[429, 177, 30]"
315,"[210, 88, 416]"
316,"[496, 1, 582]"
317,"[325, 637, 260]"
318,"[489, 640, 513]"
319,"[69, 148, 880]"
320,"[318, 429, 250]"
321,"[428, 747, 99]"
322,"[132, 293, 528]"
323,"[64, 729, 378]"
324,"[22, 47, 277]"
325,"[739, 451, 386]"
326,"[12, 65, 17]"
327,"[435, 149, 632]"
328,"[238, 213, 525]"
329,"[82, 121, 651]"
330,"[59, 215, 1048]"
331,"[45, 1208, 128]"
332,"[55, 386, 433]"
333,"[100, 97, 8]"
334,"[732, 471, 1161]"
335,"[322, 604, 635]"
336,"[121, 227, 176]"
337,"[179, 68, 268]"
338,"[164, 591, 430]"
339,"[194, 31, 656]"
340,"[405, 228, 546]"
341,"[612, 330, 508]"
342,"[155, 168, 121]"
343,"[190, 416, 510]"
344,"[436, 419, 657]"
345,"[496, 449, 293]"
346,"[974, 393, 160]"
347,"[85, 484, 406]"
348,"[465, 68, 729]"
349,"[405, 70, 125]"
350,"[98, 73, 148]"
351,"[919, 283, 414]"
352,"[514, 9, 234]"
353,"[313, 285, 945]"
354,"[23, 934, 737]"
355,"[17, 650, 319]"
356,"[748, 111, 754]"
357,"[483, 216, 12]"
358,"[318, 480, 559]"
359,"[265, 268, 192]"
360,"[172, 1009, 240]"
361,"[164, 724, 269]"
362,"[580, 332, 1131]"
363,"[15, 107, 338]"
364,"[313, 1014, 358]"
365,"[514, 11, 287]"
366,"[523, 685, 511]"
367,"[210, 651, 867]"
368,"[15, 127, 275]"
369,"[196, 582, 128]"
370,"[276, 4, 209]"
371,"[182, 23, 1012]"
372,"[210, 715, 274]"
373,"[692, 30, 955]"
374,"[529, 286, 76]"
375,"[589, 707, 285]"
376,"[187, 596, 606]"
377,"[234, 131, 1194]"
378,"[190, 657, 519]"
379,"[188, 1109, 325]"
380,"[443, 591, 167]"
381,"[155, 294, 549]"
382,"[403, 476, 414]"
383,"[144, 246, 528]"
384,"[289, 663, 877]"
385,"[566, 315, 245]"
386,"[47, 504, 448]"
387,"[70, 631, 576]"
388,"[430, 323, 501]"
389,"[813, 291, 505]"
390,"[150, 283, 682]"
391,"[144, 656, 470]"
392,"[265, 210, 588]"
393,"[276, 238, 302]"
394,"[313, 125, 245]"
395,"[380, 404, 315]"
396,"[382, 207, 236]"
397,"[164, 420, 550]"
398,"[151, 418, 650]"
399,"[60, 661, 370]"
400,"[323, 754, 919]"
401,"[31, 566, 433]"
402,"[95, 307, 90]"
403,"[476, 190, 182]"
404,"[1035, 298, 22]"
405,"[15, 151, 1]"
406,"[386, 291, 465]"
407,"[7, 298, 692]"
408,"[807, 260, 748]"
409,"[42, 1, 125]"
410,"[272, 1014, 284]"
411,"[813, 1197, 493]"
412,"[196, 655, 173]"
413,"[207, 628, 66]"
414,"[100, 242, 129]"
415,"[185, 462, 610]"
416,"[508, 504, 91]"
417,"[1048, 1016, 653]"
418,"[288, 23, 908]"
419,"[210, 14, 974]"
420,"[1035, 328, 488]"
421,"[15, 181, 87]"
422,"[196, 223, 154]"
423,"[89, 216, 118]"
424,"[196, 25, 58]"
425,"[65, 198, 16]"
426,"[185, 662, 652]"
427,"[1434, 880, 480]"
428,"[59, 316, 1176]"
429,"[313, 451, 510]"
430,"[152, 107, 747]"
431,"[305, 538, 1313]"
432,"[258, 472, 404]"
433,"[190, 919, 155]"
434,"[117, 476, 720]"
435,"[313, 88, 387]"
436,"[420, 429, 268]"
437,"[866, 269, 955]"
438,"[133, 129, 476]"
439,"[186, 164, 290]"
440,"[515, 59, 11]"
441,"[282, 98, 245]"
442,"[183, 205, 159]"
443,"[634, 12, 1288]"
444,"[59, 269, 414]"
445,"[22, 133, 227]"
446,"[580, 302, 462]"
447,"[156, 245, 736]"
448,"[580, 688, 884]"
449,"[1, 332, 855]"
450,"[14, 245, 1101]"
451,"[148, 1022, 1238]"
452,"[215, 236, 631]"
453,"[73, 813, 432]"
454,"[790, 796, 696]"
455,"[208, 403, 13]"
456,"[258, 880, 429]"
457,"[98, 578, 1021]"
458,"[746, 65, 367]"
459,"[186, 195, 65]"
460,"[713, 325, 1312]"
461,"[273, 742, 1013]"
462,"[315, 692, 301]"
463,"[50, 175, 447]"
464,"[69, 237, 603]"
465,"[318, 693, 633]"
466,"[357, 515, 31]"
467,"[655, 288, 430]"
468,"[519, 429, 752]"
469,"[127, 87, 815]"
470,"[181, 237, 126]"
471,"[11, 879, 855]"
472,"[25, 570, 535]"
473,"[192, 147, 313]"
474,"[640, 662, 65]"
475,"[271, 98, 157]"
476,"[245, 71, 236]"
477,"[855, 513, 989]"
478,"[479, 739, 356]"
479,"[504, 94, 855]"
480,"[66, 178, 504]"
481,"[202, 109, 959]"
482,"[655, 183, 298]"
483,"[70, 45, 1206]"
484,"[156, 418, 410]"
485,"[344, 178, 467]"
486,"[172, 100, 157]"
487,"[157, 492, 26]"
488,"[435, 185, 597]"
489,"[295, 604, 1285]"
490,"[228, 190, 720]"
491,"[258, 62, 324]"
492,"[183, 403, 474]"
493,"[498, 147, 105]"
494,"[156, 126, 647]"
495,"[134, 528, 497]"
496,"[87, 215, 129]"
497,"[45, 633, 535]"
498,"[208, 177, 659]"
499,"[1161, 646, 710]"
500,"[195, 22, 298]"
501,"[200, 198, 520]"
502,"[180, 5, 923]"
503,"[656, 657, 589]"
504,"[173, 169, 535]"
505,"[479, 528, 175]"
506,"[568, 466, 1056]"
507,"[118, 268, 63]"
508,"[50, 461, 1119]"
509,"[50, 156, 895]"
510,"[346, 678, 487]"
511,"[294, 546, 474]"
512,"[1, 155, 132]"
513,"[132, 134, 62]"
514,"[127, 313, 386]"
515,"[1199, 337, 904]"
516,"[147, 175, 521]"
517,"[144, 498, 528]"
518,"[190, 640, 280]"
519,"[318, 216, 705]"
520,"[393, 1012, 134]"
521,"[68, 164, 304]"
522,"[230, 566, 5]"
523,"[736, 727, 646]"
524,"[88, 396, 363]"
525,"[91, 497, 269]"
526,"[318, 248, 535]"
527,"[133, 403, 713]"
528,"[161, 168, 205]"
529,"[31, 875, 1238]"
530,"[164, 1016, 1312]"
531,"[313, 293, 181]"
532,"[64, 521, 664]"
533,"[516, 128, 499]"
534,"[480, 435, 20]"
535,"[258, 118, 428]"
536,"[25, 94, 633]"
537,"[257, 73, 715]"
538,"[216, 486, 93]"
539,"[215, 628, 414]"
540,"[880, 1226, 45]"
541,"[69, 24, 271]"
542,"[12, 154, 764]"
543,"[402, 40, 601]"
544,"[300, 546, 831]"
545,"[187, 315, 382]"
546,"[204, 129, 471]"
547,"[357, 319, 42]"
548,"[1035, 855, 547]"
549,"[58, 237, 5]"
550,"[15, 133, 880]"
551,"[482, 523, 304]"
552,"[174, 144, 121]"
553,"[85, 1012, 290]"
554,"[656, 167, 328]"
555,"[64, 109, 289]"
556,"[172, 678, 433]"
557,"[750, 435, 924]"
558,"[269, 346, 264]"
559,"[258, 380, 815]"
560,"[405, 33, 218]"
561,"[508, 974, 167]"
562,"[52, 558, 478]"
563,"[153, 215, 129]"
564,"[257, 326, 488]"
565,"[12, 496, 11]"
566,"[519, 115, 648]"
567,"[92, 1411, 720]"
568,"[327, 340, 529]"
569,"[211, 393, 582]"
570,"[327, 204, 262]"
571,"[12, 66, 789]"
572,"[13, 177, 178]"
573,"[216, 294, 153]"
574,"[100, 187, 475]"
575,"[357, 5, 617]"
576,"[202, 715, 248]"
577,"[475, 1009, 531]"
578,"[222, 180, 71]"
579,"[404, 148, 845]"
580,"[591, 95, 23]"
581,"[191, 367, 919]"
582,"[8, 755, 573]"
583,"[222, 432, 633]"
584,"[9, 85, 215]"
585,"[174, 70, 238]"
586,"[45, 519, 466]"
587,"[148, 754, 201]"
588,"[570, 615, 497]"
589,"[789, 689, 1664]"
590,"[763, 218, 177]"
591,"[228, 742, 867]"
592,"[83, 632, 530]"
593,"[7, 510, 1016]"
594,"[56, 479, 223]"
595,"[211, 427, 42]"
596,"[181, 230, 218]"
597,"[282, 11, 229]"
598,"[1035, 299, 22]"
599,"[546, 498, 343]"
600,"[216, 218, 558]"
601,"[235, 382, 989]"
602,"[117, 405, 96]"
603,"[216, 293, 17]"
604,"[4, 66, 657]"
605,"[83, 615, 462]"
606,"[2, 656, 51]"
607,"[274, 558, 612]"
608,"[161, 692, 62]"
609,"[245, 265, 408]"
610,"[94, 65, 673]"
611,"[886, 97, 678]"
612,"[257, 604, 86]"
613,"[546, 124, 279]"
614,"[715, 566, 250]"
615,"[132, 151, 732]"
616,"[511, 692, 612]"
617,"[168, 895, 688]"
618,"[144, 246, 518]"
619,"[47, 570, 278]"
620,"[410, 17, 229]"
621,"[83, 504, 44]"
622,"[163, 608, 903]"
623,"[210, 72, 124]"
624,"[185, 170, 129]"
625,"[164, 385, 436]"
626,"[196, 59, 610]"
627,"[529, 91, 662]"
628,"[294, 100, 250]"
629,"[82, 432, 729]"
630,"[755, 218, 463]"
631,"[886, 1245, 554]"
632,"[258, 239, 461]"
633,"[22, 234, 257]"
634,"[427, 451, 175]"
635,"[1, 958, 520]"
636,"[657, 207, 235]"
637,"[1035, 202, 302]"
638,"[213, 420, 109]"
639,"[13, 94, 497]"
640,"[98, 9, 93]"
641,"[550, 589, 325]"
642,"[152, 11, 304]"
643,"[591, 17, 248]"
644,"[151, 418, 604]"
645,"[176, 87, 317]"
646,"[56, 546, 596]"
647,"[73, 116, 550]"
648,"[73, 31, 418]"
649,"[187, 22, 514]"
650,"[280, 676, 1063]"
651,"[327, 408, 90]"
652,"[127, 575, 699]"
653,"[277, 596, 501]"
654,"[235, 1197, 789]"
655,"[546, 484, 934]"
656,"[580, 249, 15]"
657,"[181, 117, 235]"
658,"[151, 678, 302]"
659,"[9, 292, 32]"
660,"[209, 699, 525]"
661,"[154, 582, 272]"
662,"[100, 655, 488]"
663,"[187, 480, 186]"
664,"[202, 519, 530]"
665,"[315, 331, 531]"
666,"[762, 148, 29]"
667,"[228, 520, 660]"
668,"[238, 742, 655]"
669,"[82, 966, 1197]"
670,"[164, 191, 86]"
671,"[170, 111, 223]"
672,"[664, 253, 671]"
673,"[79, 318, 136]"
674,"[155, 96, 211]"
675,"[573, 709, 84]"
676,"[66, 520, 282]"
677,"[183, 171, 255]"
678,"[117, 93, 477]"
679,"[508, 73, 781]"
680,"[181, 117, 63]"
681,"[289, 358, 739]"
682,"[974, 513, 250]"
683,"[215, 45, 544]"
684,"[187, 207, 49]"
686,"[181, 59, 633]"
687,"[346, 474, 678]"
688,"[124, 127, 895]"
689,"[367, 218, 328]"
690,"[151, 197, 441]"
691,"[479, 205, 286]"
692,"[959, 1009, 780]"
693,"[313, 72, 732]"
694,"[179, 227, 17]"
695,"[878, 958, 1242]"
696,"[285, 12, 518]"
697,"[12, 715, 246]"
698,"[85, 699, 939]"
699,"[245, 270, 1664]"
700,"[318, 293, 544]"
701,"[275, 290, 530]"
702,"[474, 167, 126]"
703,"[121, 291, 452]"
704,"[202, 504, 131]"
705,"[196, 26, 63]"
706,"[237, 176, 227]"
707,"[128, 760, 1226]"
708,"[211, 126, 721]"
709,"[203, 302, 257]"
710,"[177, 167, 727]"
711,"[96, 276, 31]"
712,"[156, 31, 736]"
713,"[347, 578, 1650]"
714,"[178, 205, 535]"
715,"[193, 489, 597]"
716,"[169, 463, 747]"
717,"[127, 480, 756]"
718,"[25, 307, 751]"
719,"[508, 133, 61]"
720,"[128, 299, 284]"
721,"[483, 204, 129]"
722,"[225, 11, 495]"
723,"[164, 235, 547]"
724,"[59, 895, 23]"
725,"[328, 482, 402]"
726,"[132, 1, 307]"
727,"[313, 215, 427]"
728,"[176, 154, 815]"
729,"[271, 272, 276]"
730,"[238, 257, 427]"
731,"[172, 276, 118]"
732,"[288, 352, 631]"
733,"[755, 327, 53]"
734,"[64, 298, 657]"
735,"[59, 298, 222]"
736,"[705, 428, 461]"
737,"[479, 1, 651]"
738,"[136, 58, 461]"
739,"[187, 182, 28]"
740,"[168, 217, 345]"
741,"[132, 190, 217]"
742,"[497, 237, 340]"
743,"[9, 720, 2]"
744,"[1, 97, 751]"
745,"[405, 87, 62]"
746,"[64, 73, 58]"
747,"[227, 402, 410]"
748,"[428, 199, 1226]"
749,"[710, 489, 249]"
750,"[331, 128, 514]"
751,"[1012, 185, 427]"
752,"[958, 655, 901]"
753,"[64, 433, 213]"
754,"[89, 69, 291]"
755,"[748, 346, 42]"
756,"[13, 55, 693]"
757,"[168, 315, 596]"
758,"[132, 268, 161]"
759,"[157, 762, 849]"
760,"[89, 100, 550]"
761,"[11, 249, 125]"
762,"[107, 390, 448]"
763,"[429, 30, 1039]"
764,"[246, 48, 528]"
765,"[507, 470, 427]"
766,"[298, 559, 501]"
767,"[82, 615, 46]"
768,"[215, 255, 854]"
769,"[470, 178, 286]"
770,"[12, 715, 68]"
771,"[157, 227, 270]"
772,"[181, 312, 25]"
773,"[202, 95, 31]"
774,"[219, 277, 107]"
775,"[525, 100, 596]"
776,"[180, 692, 664]"
777,"[682, 38, 114]"
778,"[50, 504, 60]"
779,"[813, 507, 225]"
780,"[385, 191, 747]"
781,"[135, 855, 10]"
782,"[275, 813, 150]"
783,"[228, 265, 895]"
784,"[82, 70, 898]"
785,"[135, 152, 547]"
786,"[515, 157, 289]"
787,"[329, 195, 1161]"
788,"[662, 867, 123]"
789,"[181, 408, 223]"
790,"[529, 45, 177]"
791,"[181, 628, 213]"
792,"[423, 210, 656]"
793,"[591, 131, 58]"
794,"[528, 268, 591]"
795,"[1, 724, 24]"
796,"[485, 721, 27]"
797,"[150, 306, 414]"
798,"[187, 276, 144]"
799,"[89, 12, 427]"
800,"[82, 237, 197]"
801,"[19, 358, 192]"
802,"[89, 537, 582]"
803,"[323, 307, 487]"
804,"[410, 189, 363]"
805,"[59, 257, 813]"
806,"[736, 340, 274]"
807,"[219, 51, 943]"
808,"[346, 196, 544]"
809,"[1642, 299, 471]"
810,"[326, 303, 872]"
811,"[751, 1014, 673]"
812,"[873, 688, 875]"
813,"[919, 813, 178]"
814,"[1620, 665, 296]"
815,"[427, 30, 46]"
816,"[294, 525, 321]"
817,"[470, 107, 325]"
818,"[1, 179, 381]"
819,"[179, 315, 22]"
820,"[343, 1073, 524]"
821,"[71, 724, 478]"
822,"[514, 257, 223]"
823,"[17, 672, 942]"
824,"[325, 11, 1074]"
825,"[194, 286, 315]"
826,"[208, 194, 121]"
827,"[272, 23, 157]"
828,"[291, 754, 48]"
829,"[134, 149, 124]"
830,"[693, 244, 62]"
831,"[423, 237, 85]"
832,"[7, 471, 19]"
833,"[14, 65, 856]"
834,"[211, 185, 182]"
835,"[385, 472, 51]"
836,"[191, 434, 495]"
837,"[528, 132, 497]"
838,"[209, 293, 354]"
839,"[483, 207, 509]"
840,"[292, 325, 421]"
841,"[750, 823, 608]"
842,"[116, 603, 902]"
843,"[135, 820, 687]"
844,"[651, 432, 213]"
845,"[71, 135, 253]"
846,"[144, 255, 537]"
847,"[79, 612, 1021]"
848,"[276, 157, 628]"
849,"[133, 211, 705]"
850,"[22, 752, 430]"
851,"[181, 420, 1312]"
852,"[187, 87, 529]"
853,"[289, 1025, 413]"
854,"[529, 49, 414]"
855,"[529, 616, 47]"
856,"[322, 217, 498]"
857,"[223, 275, 155]"
858,"[77, 194, 82]"
859,"[225, 528, 322]"
860,"[7, 498, 179]"
861,"[72, 133, 752]"
862,"[164, 425, 436]"
863,"[673, 121, 922]"
864,"[257, 185, 83]"
865,"[294, 246, 313]"
866,"[319, 358, 73]"
867,"[275, 478, 768]"
868,"[185, 550, 294]"
869,"[135, 664, 249]"
870,"[316, 498, 272]"
871,"[408, 414, 781]"
872,"[293, 402, 197]"
873,"[328, 511, 14]"
874,"[487, 654, 207]"
875,"[203, 86, 519]"
876,"[96, 180, 73]"
877,"[550, 164, 246]"
878,"[479, 530, 974]"
879,"[97, 628, 111]"
880,"[520, 815, 747]"
881,"[508, 693, 469]"
882,"[856, 283, 794]"
883,"[94, 501, 752]"
884,"[144, 603, 443]"
885,"[479, 313, 693]"
886,"[246, 531, 429]"
887,"[515, 713, 367]"
888,"[274, 66, 635]"
889,"[213, 217, 1009]"
890,"[45, 825, 727]"
891,"[480, 69, 471]"
892,"[85, 678, 5]"
893,"[155, 96, 180]"
894,"[151, 419, 544]"
895,"[742, 202, 135]"
896,"[176, 290, 1020]"
897,"[293, 207, 707]"
898,"[323, 520, 213]"
899,"[724, 520, 469]"
900,"[923, 653, 93]"
901,"[258, 742, 191]"
902,"[79, 133, 315]"
903,"[200, 528, 425]"
904,"[546, 603, 514]"
905,"[96, 423, 191]"
906,"[357, 294, 735]"
907,"[169, 129, 65]"
908,"[171, 317, 631]"
909,"[96, 195, 25]"
910,"[591, 14, 1012]"
911,"[156, 197, 234]"
912,"[15, 480, 748]"
913,"[258, 148, 213]"
914,"[7, 228, 402]"
915,"[408, 283, 1245]"
916,"[190, 633, 63]"
917,"[12, 568, 430]"
918,"[56, 53, 20]"
919,"[45, 143, 152]"
920,"[31, 347, 789]"
921,"[498, 428, 5]"
922,"[257, 10, 727]"
923,"[168, 283, 654]"
924,"[656, 775, 129]"
925,"[187, 1, 24]"
926,"[258, 1427, 534]"
927,"[742, 684, 62]"
928,"[315, 246, 216]"
929,"[56, 298, 114]"
930,"[546, 528, 660]"
931,"[880, 827, 340]"
932,"[357, 17, 751]"
933,"[186, 45, 650]"
934,"[98, 71, 153]"
935,"[17, 154, 958]"
936,"[514, 4, 47]"
937,"[59, 616, 170]"
938,"[507, 960, 547]"
939,"[474, 215, 183]"
940,"[498, 596, 544]"
941,"[127, 546, 1]"
942,"[22, 662, 433]"
943,"[678, 192, 845]"
